molecule_id,Washed_smiles,SR,bioactivity_class
683591,Cc1[nH]c2cc(ccc2n1)/N=N/N(C)C,4,inactive
683592,Cn1c2c(nc1/N=N/N(C)C)n(c(=O)n(c2=O)C)C,5.394,inactive
683593,c1cc(ccc1C(=O)NC2C(N=NS2)C(=O)N)[N+](=O)[O-],,active
683594,Cc1ccc(cc1)n2c(c(nn2)C#N)O,,active
683595,Cc1ccc(cc1)n2c(c(nn2)C(=O)N)O,,active
683596,c1ccc(cc1)CNC(=O)c2c([nH]nn2)O,,active
683597,CNC(=O)c1c(n(nn1)Cc2ccccc2)S,,active
683598,Cc1c(cc2c(n1)n(c(=O)n(c2=O)C)C)C(=O)NN,,active
683599,CCc1[nH]c2cc(ccc2n1)/N=N/N(C)C,,active
683600,CCOC(=O)c1c(snn1)NC(=O)Nc2ccc(cc2)Cl,,active
683601,CCOC(=O)c1ccc(cc1)n2c(c(nn2)C(=O)N)O,,active
683602,CCOC(=O)c1c(snn1)N/N=C\c2ccc(cc2)[N+](=O)[O-],,active
683603,Cn1c2c(c(=O)n(c1=O)C)n(c(n2)/N=N/N(C)C)CC3CO3,,active
683604,Cn1c2c(c(=O)n(c1=O)C)n(c(n2)/N=N/N(C)C)CC(CO)O,,active
683605,c1ccc(cc1)NC(=O)/C(=N\Nc2c(nc[nH]2)C(=O)N)/C#N,,active
683606,CN1C(C(C(=O)N(C1=O)C)/C=N/NC(=O)c2cccnc2)N,,active
683607,CC1CC(=O)Nc2ccc(cc2N1C=O)/N=N/N(C)C,,active
683608,Cc1ccccc1NC(=O)/C(=N\Nc2c(nc[nH]2)C(=O)N)/C#N,,active
683609,c1ccc(cc1)c2cn3c(n2)sc(n3)N4CCOCC4,,active
683610,c1ccc(cc1)C(=O)Cn2c(=N)sc(n2)N3CCOCC3,,active
683611,CC1CC(=O)Nc2ccc(cc2N1C(=O)C)/N=N/N(C)C,,active
683612,c1ccc(cc1)c2csc(n2)NNC(=O)Nc3ccccc3,,active
683613,Cn1c(=O)c2cc(cnc2[nH]c1=O)C(=O)N/N=C/c3ccc(cc3)OC,,active
683614,CC(C(Cc1ccccc1)O)N(C)/N=N/c2ccc(cc2)[N+](=O)[O-],,active
683615,CC(C(c1ccccc1)O)N(C)/N=N/c2[nH]c3c(n2)n(c(=O)n(c3=O)C)C,,active
683616,Cc1c(cc2c(n1)n(c(=O)n(c2=O)C)C)C(=O)N/N=C/c3ccc(cc3)[N+](=O)[O-],,active
683617,Cc1ccc(cc1)/N=N/N(C)C(C)C(Cc2ccccc2)O,,active
683618,CC(CCc1ccccc1)NCC(n2c3c(nc2/N=N/N(C)C)n(c(=O)n(c3=O)C)C)O,4.365,inactive
683619,CN(C)/N=N/c1cc(c(cc1Cc2c3cc(c(cc3ccn2)OC)OC)OC)OC,,active
683620,CC(c1cc(c(cc1/N=N/N(C)C)OC)OC)c2c3cc(c(cc3cc[n+]2C)OC)OC,4.64,inactive
683621,CCOC(=O)c1c(snn1)NC(=O)Nc2ccc(cc2)Cc3ccc(cc3)NC(=O)Nc4c(nns4)C(=O)OCC,,active
683627,c1ccc(cc1)c2cc(c(c(n2)N)c3ccc(cc3)Cl)c4ccc(cc4)F,4.653,inactive
683628,COc1ccc(cc1)c2cc(nc(c2c3ccc(cc3)F)N)c4ccncc4,5.378,inactive
683629,COc1cccc-2c1CCc3c2nc(cc3c4ccc(cc4)F)c5ccc6ccccc6n5,4,inactive
683630,CN(C)CCc1ccnc2n1cc(n2)c3ccc4ccccc4c3,4.24,inactive
683631,CN(C)CCNc1c2c(ncn1)nc(c(n2)c3ccccc3)c4ccccc4,,active
683632,CN(C)CCNc1c2c([nH]c(n2)c3ccc4ccccc4c3)ncn1,4,inactive
683633,CN(C)CCNc1c2c([nH]cn2)nc(n1)c3ccc4ccccc4c3,5.54,inactive
683634,c1cc(cnc1)c2c([nH]c(n2)c3ccc(cc3)O)c4ccc(cc4)Cl,5.265,inactive
683635,c1ccc2c(c1)ccc(n2)c3c([nH]c(n3)c4ccc(cc4)O)c5ccc(cc5)F,5.204,inactive
683636,c1cc(cnc1)c2c([nH]c(n2)c3ccc(cc3)O)c4ccc(cc4)F,4.771,inactive
683637,c1cc(cnc1)c2c([nH]c(n2)c3ccc(c(c3)O)O)c4ccc(cc4)Cl,4,inactive
683638,c1ccc(cc1)c2cc(cc(n2)c3ccncc3)c4ccncc4,4,inactive
683639,c1ccc(cc1)c2cc(nc(c2)c3ccncc3)c4ccccc4,4,inactive
683640,COc1ccc(cc1)c2cc(nc(c2c3ccc4ccccc4c3)N)c5ccccc5,5.667,inactive
683641,c1ccc2c(c1)c(c(c(c2F)c3ccc(cc3)Cl)N)C#N,,active
683643,Cn1c(=O)c(c([nH]c1=O)N)Cc2ccc(cc2)OC,,active
683644,c1cc(cc(c1)Cl)Cc2c([nH]c(=O)[nH]c2=O)N,,active
683645,Cn1c(=O)cc([nH]c1=O)NCc2ccc(cc2)Cl,,active
683646,CCCCc1ccc(cc1)Nc2cc(=O)n(c(=O)[nH]2)C,,active
683647,Cc1ccc(cc1Cl)Nc2c(c(=O)[nH]c(=O)[nH]2)C,,active
683648,c1cc(ccc1/N=N\c2cc(=O)[nH]c(=O)[nH]2)Cl,5.921,inactive
683649,COc1ccc(cc1)Cc2c([nH]c(=O)[nH]c2=O)N,,active
683650,c1cc(cc(c1)Nc2cc(=O)[nH]c(=O)[nH]2)CSC#N,,active
683651,Cc1ccc(cc1CS)Nc2cc(=O)[nH]c(=O)[nH]2,4,inactive
683652,Cn1c(=O)cc([nH]c1=O)NCc2ccc(cc2)OC,4,inactive
683653,CC(=O)Nc1ccc(cc1)Nc2cc(=O)n(c(=O)[nH]2)C,4,inactive
683654,Cn1c(=O)cc([nH]c1=O)Nc2ccc(cc2)N,4,inactive
683655,c1cnccc1CNc2cc(=O)[nH]c(=O)[nH]2,4,inactive
683656,c1ccc(cc1)CNc2cc(nc(n2)N)NCc3ccccc3,5.566,inactive
683657,c1cc(cc(c1)O)Nc2cc(=O)[nH]c(=O)[nH]2,4,inactive
683658,c1c([nH]c(=O)[nH]c1=O)NCCCCCO,4,inactive
683659,C[C@H]1C[C@H]([C@H]([C@@H](/C=C(/[C@H]([C@@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCCN(C)C)/C)OC)OC(=O)N)\C)C)O)OC,,active
683661,C[C@H]1C[C@H]([C@@H]([C@@H](/C=C(/[C@H]([C@@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)/C)OC)OC(=O)N)\C)C)OC(=O)CN)OC,6.874,active
683662,C[C@H]1C[C@H]([C@@H]([C@@H](/C=C(/[C@H]([C@@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)/C)OC)OC(=O)N)\C)C)OC(=O)CN(C)C)OC,7.945,active
683663,C[C@H]1C[C@H]([C@@H]([C@@H](/C=C(/[C@H]([C@@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)/C)OC)OC(=O)N)\C)C)OC(=O)CCN)OC,6.028,active
683664,C[C@H]1C[C@H]([C@@H]([C@@H](/C=C(/[C@H]([C@@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)/C)OC)OC(=O)N)\C)C)OC(=O)CCN(C)C)OC,7.69,active
683666,C[C@H]1C[C@H]([C@@H]([C@@H](/C=C(/[C@H]([C@@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)/C)OC)OC(=O)N)\C)C)OC(=O)CCCCN)OC,5.307,inactive
683680,C[N+](C)(CCNC(=O)c1cccc2c1nc3ccccc3c2)Cc4ccc(s4)[N+](=O)[O-],,active
683681,CN(C)CCNc1ccc(c2c1C(=O)c3ccccc3C2=O)NCC[N+](C)(C)Cc4ccc(cc4)[N+](=O)[O-],5.211,inactive
683682,C[N+](C)(CCNc1ccc(c2c1C(=O)c3c(ccc(c3C2=O)O)O)NCC[N+](C)(C)Cc4ccc(cc4)[N+](=O)[O-])Cc5ccc(cc5)[N+](=O)[O-],,active
683683,CN(C)CCNc1ccc(c2c1C(=O)c3c(ccc(c3C2=O)O)O)NCC[N+](C)(C)Cc4ccc(cc4)[N+](=O)[O-],,active
683688,CCOc1cc2c(cc1O)C(C[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C)O,5.307,inactive
683690,C/C(=C\[C@H]1C[C@H](C(=O)O1)[C@@H]2CC[C@@]34[C@@]2(C3)C=C[C@H]5[C@]4([C@@H](C[C@@H]6[C@@]5(CC=C7[C@@]6(CO[C@@H](C7)c8ccccc8)C)C)O)C)/CO,8,active
683691,CC(=CCc1ccc(cc1)c2coc3cc4c(c(c3c2=O)OC)C=CC(O4)(C)C)C,5.068,inactive
683692,CC(C(=O)NC(CCC(=O)NCCCCNc1c2ccccc2nc3c1c(ccc3)[N+](=O)[O-])C(=O)N)NC(=O)C(C)OC4C(C(OC(C4O)CO)OCc5ccccc5)NC(=O)C,8.099,active
683693,CC(=O)NC1C(C(C(OC1(C)OCc2ccccc2)CO)O)OCC(=O)NCCNc3ccc(c4c3c(=O)c5ccccc5[nH]4)[N+](=O)[O-],,active
683694,CC(C)C(C(=O)NC(CCC(=O)NCCCNC1c2ccccc2Nc3c1c(ccc3)[N+](=O)[O-])C(=O)N)NC(=O)C(C)OC4C(C(OC(C4NC(=O)C)(C)OCc5ccccc5)CO)O,6.668,active
683695,CC(C(=O)NC(CCC(=O)NCCCCCNc1ccc(c2c1c(=O)c3ccccc3[nH]2)[N+](=O)[O-])C(=O)N)NC(=O)COC4C(C(OC(C4NC(=O)C)(C)OCc5ccccc5)CO)O,,active
683696,CC(C(=O)NC(CCC(=O)NCCCCCNc1ccc(c2c1c(=O)c3ccccc3[nH]2)[N+](=O)[O-])C(=O)N)NC(=O)C(C)OC4C(C(OC(C4NC(=O)C)(C)OCc5ccccc5)CO)O,4.855,inactive
683699,C[C@@H]1c2nc3ccccc3n2[C@H](S1)c4c(cccc4F)F,,active
683700,c1ccc2cc3c(cc2c1)nc4n3C(SC4)c5c(cccc5Cl)Cl,,active
683701,c1ccc2cc3c(cc2c1)nc4n3C(SC4)c5ccccc5F,,active
683708,c1ccc(c(c1)C2=NCCN2)S(=O)c3ccc(cc3)Cl,,active
683709,c1ccc(c(c1)C2=NCCN2)S(=O)(=O)c3ccc(cc3)Cl,,active
683710,CN(C)CCN1C(=O)c2ccccc2C1(c3ccc(cc3)Cl)O,,active
683711,CC(C)(CO)N1C(=O)c2ccccc2C1(c3ccc(cc3)Cl)O,,active
683712,c1ccc2c(c1)C(=O)N3C2(NCC3)c4ccc(cc4)F,,active
683713,Cc1ccc(cc1)S(=O)(=O)N2CCN3C2(c4ccccc4C3=O)c5ccc(cc5)F,4.771,inactive
683714,Cc1ccc(cc1)C2(c3ccccc3C4=NCCN42)c5ccc(cc5)Cl,,active
683727,CCOc1cn(c(=O)[nH]c1=O)C2CC(C(O2)CO)O,,active
683744,c1cc(ccc1/C=C\2/C(=O)NC(=O)N2)S(=O)(=O)NN,,active
683745,CN1C(=O)/C(=C/c2ccc(cc2)S(=O)(=O)NN)/NC1=O,,active
683746,c1ccc(cc1)/C=N/NS(=O)(=O)c2ccc(cc2)/C=C\3/C(=O)NC(=O)N3,,active
683747,CN1C(=O)/C(=C/c2ccc(cc2)S(=O)(=O)N/N=C/c3ccccc3)/NC1=O,4.983,inactive
683748,COc1ccc(cc1)/C=N/NS(=O)(=O)c2ccc(cc2)/C=C\3/C(=O)NC(=O)N3,,active
683749,CN1C(=O)/C(=C/c2ccc(cc2)S(=O)(=O)N/N=C/c3ccc(cc3)OC)/NC1=O,4,inactive
683750,Cc1ccc(cc1)/C=N/NS(=O)(=O)c2ccc(cc2)/C=C\3/C(=O)NC(=O)N3,4.501,inactive
683751,c1cc(ccc1/C=C\2/C(=O)NC(=O)N2)S(=O)(=O)N/N=C/c3ccc(cc3)Cl,4.213,inactive
683752,c1cc(ccc1/C=C\2/C(=O)NC(=O)N2)S(=O)(=O)N/N=C\C(C(C(C(CO)O)O)O)O,4,inactive
683753,CN1C(=O)/C(=C/c2ccc(cc2)S(=O)(=O)N/N=C\C(C(C(C(CO)O)O)O)O)/NC1=O,4,inactive
683754,c1cc(ccc1/C=C\2/C(=O)NC(=O)N2)S(=O)(=O)N/N=C\C(C(C(C(CO)O)O)O)O,4,inactive
683755,CN1C(=O)/C(=C/c2ccc(cc2)S(=O)(=O)N/N=C\C(C(C(C(CO)O)O)O)O)/NC1=O,4,inactive
683756,c1cc(ccc1/C=C\2/C(=O)NC(=O)N2)S(=O)(=O)N/N=C\C(C(C(CO)O)O)O,4,inactive
683757,c1cc(ccc1/C=C\2/C(=O)NC(=O)N2)S(=O)(=O)N/N=C\C(C(C(CO)O)O)O,4,inactive
683758,CN1C(=O)/C(=C/c2ccc(cc2)S(=O)(=O)N/N=C\C(C(C(CO)O)O)O)/NC1=O,4,inactive
683759,CC(=O)N(/N=C\C(C(C(C(COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)S(=O)(=O)c1ccc(cc1)/C=C\2/C(=O)NC(=O)N2,,active
683760,CC(=O)N(/N=C\C(C(C(C(COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)S(=O)(=O)c1ccc(cc1)/C=C\2/C(=O)N(C(=O)N2)C,4.929,inactive
683761,CC(=O)N(/N=C\C(C(C(C(COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)S(=O)(=O)c1ccc(cc1)/C=C\2/C(=O)NC(=O)N2,,active
683762,CC(=O)N(/N=C\C(C(C(C(COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)S(=O)(=O)c1ccc(cc1)/C=C\2/C(=O)N(C(=O)N2)C,4.63,inactive
683763,CC(=O)N(/N=C\C(C(C(COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)S(=O)(=O)c1ccc(cc1)/C=C\2/C(=O)NC(=O)N2,4,inactive
683764,CC(=O)N(/N=C/C(C(C(COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)S(=O)(=O)c1ccc(cc1)/C=C\2/C(=O)NC(=O)N2,4,inactive
683765,c1cc(ccc1/C=C\2/C(=O)NC(=O)N2)S(=O)(=O)N/N=C\C(C(C(C(CO)O)O)O)O,4,inactive
683766,c1cc(ccc1C(=O)OC23CC4CC(C2)CC(C4)C3)NCC5=C(C(=O)C=CC5=O)Br,,active
683770,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C,4.835,inactive
683771,CSCCC(C(=O)OCC#C)N,4,inactive
683772,CC(C(C(=O)OCC#C)N)O,,active
683773,C#CCOC(=O)C(CS)N,,active
683774,CCOC(=O)CCC(C(=O)OCC)NC(=O)C(Cc1ccc(cc1)N(CCCl)CCCl)N,7.741,active
683775,CCOC(=O)CC[C@@H](C(=O)OCC)NC(=O)[C@@H](Cc1ccc(cc1)N(CCCl)CCCl)N,5.72,inactive
683776,CCOC(=O)CC[C@@H](C(=O)N[C@@H](Cc1ccc(cc1)N(CCCl)CCCl)C(=O)OCC)N,7.696,active
683777,CCOC(=O)CC[C@@H](C(=O)N[C@H](Cc1ccc(cc1)N(CCCl)CCCl)C(=O)OCC)N,7.046,active
683778,c1cc(ccc1CC(C(=O)O)N)NC(=N)N,4.903,inactive
683779,c1cc(ccc1CC(N)NCC(=O)O)NC(=N)N,4.7,inactive
683780,c1cc(ccc1CC(C(=O)NCC(=O)C(CC(=O)O)c2ncc(o2)NC(=O)C(F)(F)F)N)NC(=N)N,,active
683781,c1c(oc(n1)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)N)NC(=O)C(F)(F)F,,active
683782,CCOC(=O)C(Cc1ccc(cc1)N(CCCl)CCCl)NC(=O)CCCN2c3ccc(cc3C(=NCC2=O)c4ccccc4)Cl,5.637,inactive
683783,CCCCOC(=O)C1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCc4c3ccc(c4)OC(=O)c5cccc6c5[nH]c7ccccc7c6=O)C,,active
683784,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C/C(=N/OC(=O)c5cccc6c5[nH]c7ccccc7c6=O)/CCC34,5.488,inactive
683785,COc1ccc2c(c1)c3ccnc-4c3c(n2)C(=O)c5c4nccc5,8.266,active
683786,COc1ccnc-2c1C(=O)c3c4c2nccc4c5ccccc5n3,7.465,active
683787,Cc1cc2c3ccccc3nc4c2c(n1)-c5c(cccn5)C4=O,,active
683788,c1cc2c(nc1)-c3c4c(ccn3)ccnc4C2=O,,active
683789,c1ccc(cc1)c2cc3c4ccccc4nc5c3c(n2)-c6ccccc6C5=O,5.675,inactive
683790,CCN(CC)CCc1c2ccccc2nc3c1C(=O)c4c(cccn4)C3=O,6.676,active
683791,COc1ccc2cc(ccc2c1)CN3CCC(CC3)C4CCNCC4,5.684,inactive
683792,COc1ccc2cc(ccc2c1)CN3CCC(CC3)C4CCN(CC4)Cc5ccc6cc(ccc6c5)OC,5.905,inactive
683826,CCN(CC)CCC(=O)c1ccc(cc1)Oc2ccc(cc2)C,4.582,inactive
683827,CCN(CC)CCC(=O)c1ccc(cc1)Oc2ccccc2,4.404,inactive
683828,CCN(CC)CCC(=O)c1ccc(cc1)Oc2ccc(cc2)F,4.903,inactive
683829,CCN1CCC(C(C1)C(=O)c2ccc(cc2)Oc3ccc(cc3)F)(c4ccc(cc4)Oc5ccc(cc5)F)O,5.632,inactive
683830,CCN1CCC(C(C1)C(=O)c2ccc(cc2)Oc3ccc(cc3)Cl)(c4ccc(cc4)Oc5ccc(cc5)Cl)O,5.459,inactive
683831,CCN1CCC(C(C1)C(=O)c2ccc(cc2)Oc3ccc(cc3)C)(c4ccc(cc4)Oc5ccc(cc5)C)O,,active
683832,CN(C)Cc1cc(cc(c1O)CN(C)C)C(=O)/C=C/c2c(cccc2Cl)F,,active
683833,c1c(cc(c(c1)O)CN2CCCCC2)/C=C\3/C(=O)/C(=C/c4cc(c(cc4)O)CN5CCCCC5)/CCC3,,active
683834,CN(Cc1c(ccc(c1)/C=C/2\C(=O)/C(=C\c3cc(c(cc3)O)CN(C)C)/CCC2)O)C,5.405,inactive
683835,c1cc(ccc1/C=C\2/CCC/C(=C/c3ccc(c(c3)Cl)Cl)/C2=O)O,,active
683836,CC12CCC(C1(C)CCC(=O)N)CC2=O,,active
683837,CC1(OCC2C(O1)C3C(C(O2)OC)OC(O3)(C)C)C,,active
683838,CC1(OC(=O)C2(O1)C3CCCCC3C2=O)C,,active
683839,CC(C)c1cc(c(c(c1)C(C)C)S(=O)(=O)N/N=C/2\CC3CCC2(C3(C)C)C)C(C)C,,active
683840,CC1(OCCO1)C(C)(C)c2cc(on2)C(C)(C)Cc3cc(on3)C(C)(C)Cc4cc(on4)C(C)(C)CC#N,,active
683841,CCOC(=O)CNC(=O)CNC(=O)CNC(=O)CNNc1c(=O)c(=O)c1OCc2ccccc2,,active
683842,COc1cc(cc(c1OC)OC)C(c2ccc3c(c2)OCO3)C4SCCCS4,6.479,active
683843,c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])N/N=C\2/CC3=C2CCCCCCCCCC3,,active
683844,c1ccc(cc1)COc2ccc(cc2)[C@@H]3[C@H](NC(=O)O3)C(=O)O,,active
683845,CC1\2CCC(C1(C)CCC(=O)OC)C/C2=N\O,,active
683846,CC1(C2CCC1/C(=N/O)/C2)CCC(=O)OC,4,inactive
683847,c1ccc(cc1)C(C2CO2)OC(=O)NC(=O)c3ccccc3,,active
683848,CCOC(=O)CNc1c(=O)c(=O)c1OCc2ccccc2,4,inactive
683849,CCOC(=O)NCC(=O)NCC(=O)NCC(=O)N,4,inactive
683850,CN1CCCN(CCCN(CCCN(CCC1)C)C)C,4,inactive
683851,CCOC(=O)NC(=S)NC(C)c1ccccc1,4.247,inactive
683852,C(CCNCCCNC(=O)C(F)(F)F)CNCCCNC(=O)C(F)(F)F,,active
683853,C(CNC(=O)C(F)(F)F)NCCNC(=O)C(F)(F)F,4,inactive
683855,COc1ccc2cc1OCCC(=O)N[C@@H](C2)C(=O)OC,4.487,inactive
683856,c1c(ccc(c1)Br)/C=N/NC(=O)N/N=C/c2ccc(cc2)Br,5.364,inactive
683859,CC1(O[C@@H]2Cn3c4ccccc4c(c3[C@@H]2O1)C(=O)OC)C,4,inactive
683860,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)c2c3ccccc3n4c2[C@H]5[C@@H](C4)OC(O5)(C)C)C(C)C,5.491,inactive
683863,CC1=C(C2=C(C3(CC3)[C@@](C(=O)C2=C1)(C)O)C)CO,6.101,active
683864,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC,8.7215,active
683870,c1ccc(cc1)[C@H]2CC(=O)C[C@@H](O2)c3ccccc3,,active
683871,c1ccc(cc1)[C@H]2CC(=O)C[C@H](O2)c3ccccc3,,active
683872,CN1CCC2=CC[C@@H]3[C@H]([C@@H]21)c4cc(c(cc4C(=O)O3)O)OC,4.602,inactive
683874,CCCCOC(=O)c1cc(cc(c1O)Cl)C(=CCC[C@H]2CC[C@]3([C@H](C2)CC[C@@H]4[C@@H]3CC[C@]5([C@H]4CC[C@@H]5C(C)CCCC(C)C)C)C)c6cc(c(c(c6)Cl)O)C(=O)OCCCC,,active
683875,CCCOC(=O)c1cc(cc(c1O)Cl)C(=CCC[C@H]2CC[C@]3([C@H](C2)CC[C@@H]4[C@@H]3CC[C@]5([C@H]4CC[C@@H]5C(C)CCCC(C)C)C)C)c6cc(c(c(c6)Cl)O)C(=O)OCCC,,active
683876,CC(C)CCCC(C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)CCC=C(c5cc(c(c(c5)Cl)O)C(=O)OC(C)C)c6cc(c(c(c6)Cl)O)C(=O)OC(C)C)C)C,,active
683877,CC(C)CCCC(C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)CCC=C(c5cc(c(c(c5)Cl)O)C(=O)OC(C)(C)C)c6cc(c(c(c6)Cl)O)C(=O)OC(C)(C)C)C)C,,active
683878,CC(C)CCCC(C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)CCC=C(c5cc(c(c(c5)Cl)O)C(=O)O)c6cc(c(c(c6)Cl)O)C(=O)O)C)C,,active
683879,Cn1c(nc(=O)cn1)SC,4,inactive
683880,C[C@]1\2CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC/C2=N\OCCN5CCCCC5)OC,5.613,inactive
683883,C[C@H]1c2nc3ccccc3n2[C@H](S1)c4c(cccc4Cl)F,5.141,inactive
683884,c1ccc2cc3c(cc2c1)nc4n3C(SC4)c5c(cccc5Cl)F,5.08,inactive
683885,c1ccc2cc3c(cc2c1)nc4n3C(SC4)c5cccc(c5)F,4,inactive
683886,c1ccc(cc1)C2n3c4cc5ccccc5cc4nc3CS2,4,inactive
683887,Cc1ccc(cc1)C2=Nc3c(nc(nc3NC(C2)c4ccccc4)N)N,5.16,inactive
683888,c1ccc(cc1)C2CC(=Nc3c(ncnc3N2)N)c4ccccc4,4,inactive
683889,Cc1ccc(cc1)C2=Nc3c(nc(nc3NC(C2)c4ccccc4)N)N,5.448,inactive
683890,c1ccc(cc1)COCc2nc(c(o2)N)C#N,4,inactive
683891,C/C=C/C=C/c1nc(c(o1)N)C#N,4,inactive
683892,C1CC1c2nc(c(o2)N)C#N,4,inactive
683893,Cc1cc(c2c(c1)Sc3cc(cc(c3O2)C(=O)NCCC(=O)O)C)C(=O)NCCC(=O)O,4,inactive
683894,Cc1cc(c2c(c1)Sc3cc(cc(c3O2)C(=O)NCC(=O)OC)C)C(=O)NCC(=O)OC,4.508,inactive
683895,Cc1cc(c2c(c1)Sc3cc(cc(c3O2)C(=O)NCC(=O)O)C)C(=O)NCC(=O)O,4,inactive
683896,C[C@@H](C(=O)OCc1ccccc1)NC(=O)CNC(=O)CCCCCC(=O)NCC(=O)N[C@@H](C)C(=O)OCc2ccccc2,4,inactive
683897,Cc1cc(c2c(c1)Sc3cc(cc(c3O2)C(=O)NCC(=O)N[C@@H](C)C(=O)OCc4ccccc4)C)C(=O)NCC(=O)N[C@@H](C)C(=O)OCc5ccccc5,4.749,inactive
683898,Cc1cc(c2c(c1)Sc3cc(cc(c3O2)C(=O)NCCC(=O)N[C@@H](C)C(=O)OCc4ccccc4)C)C(=O)NCCC(=O)N[C@@H](C)C(=O)OCc5ccccc5,4.364,inactive
683899,Cc1ccsc1/C=N/NC2=NCCN2,,active
683900,Cc1ccsc1/C=N/Nc2ccccn2,,active
683901,Cc1ccsc1/C=N/Nc2ncccn2,,active
683902,Cc1ccsc1/C=N/Nc2cnccn2,,active
683903,Cc1ccsc1/C=N/Nc2nc3ccccc3s2,,active
683904,Cc1ccsc1/C=N/Nc2c3ccccc3cnn2,,active
683905,Cc1ccsc1/C=N/Nc2ccc3ccccc3n2,,active
683906,Cc1ccsc1/C=N/Nc2cc(c3ccccc3n2)C,,active
683907,Cc1ccc2c(c1)c(cc(n2)N/N=C/c3c(ccs3)C)C,,active
683908,Cc1cccc2c1nc(cc2C)N/N=C/c3c(ccs3)C,,active
683909,Cc1ccsc1/C=N/Nc2cc(c3cc(ccc3n2)OC)C,,active
683910,Cc1ccsc1/C=N/Nc2cc(c3ccc(cc3n2)OC)C,4.641,inactive
683911,Cc1ccc(s1)/C=N/NC2=NCCN2,,active
683912,Cc1ccc(s1)/C=N/Nc2ccccn2,4,inactive
683913,Cc1ccc(s1)/C=N/Nc2ncccn2,,active
683914,Cc1ccc(s1)/C=N/Nc2cnccn2,,active
683915,Cc1ccc(s1)/C=N/Nc2nc3ccccc3s2,,active
683916,Cc1ccc(s1)/C=N/Nc2c3ccccc3cnn2,4,inactive
683917,Cc1ccc(s1)/C=N/Nc2ccc3ccccc3n2,4.654,inactive
683918,Cc1ccc(s1)/C=N/Nc2cc(c3ccccc3n2)C,5.195,inactive
683919,Cc1ccc2c(c1)c(cc(n2)N/N=C/c3ccc(s3)C)C,4.706,inactive
683920,Cc1cccc2c1nc(cc2C)N/N=C/c3ccc(s3)C,5.567,inactive
683921,Cc1ccc(s1)/C=N/Nc2cc(c3cc(ccc3n2)OC)C,4.595,inactive
683922,Cc1ccc(s1)/C=N/Nc2cc(c3ccc(cc3n2)OC)C,5.286,inactive
684032,c1(c([nH]nn1)Cl)C(=O)O,,active
684033,c1(c(n(nn1)N)S)C(=O)NN,,active
684034,CCOC(=O)c1c(snn1)NC(=O)NCCCCCCn2c(=O)n(c(=O)n(c2=O)CCCCCCNC(=O)Nc3c(nns3)C(=O)OCC)CCCCCCNC(=O)Nc4c(nns4)C(=O)OCC,4,inactive
684035,CNC(=S)c1c(snn1)N,,active
684036,CN(N)/N=N/c1c(nc[nH]1)[N+](=O)[O-],,active
684037,c1(c([nH]c(=S)[nH]1)NN)C(=O)N,,active
684038,c1[nH]c(c(n1)C(=O)N)SC#N,8,active
